"SUID","annotation","database","id","instance","interaction","Interactiontype","metaid","modifiers","name","PMIDs","polarity","products","r_id","reactants","reldate","release","selected","shared interaction","shared name","shared_interaction","shared_name","source","source_alias","target","target_alias","type"
"105229","pubmed:17898809|pubmed:15229476|pubmed:15986140|pubmed:17186030|pubmed:23383308",,"56960","sa2265 -D csa323","interacts with","interaction","re1064","s8523"," IGF  (interacts with) IGF/IGF1R/SRC|active",,"0.0","s8944","re1064","s10315|s2299|s3853",,,"false","interacts with"," IGF  (interacts with) IGF/IGF1R/SRC|active","interacts with"," IGF  (interacts with) IGF/IGF1R/SRC|active","55487",,"56265",,"HETERODIMER_ASSOCIATION"
"105230","pubmed:15229476|pubmed:17898809|pubmed:15986140|pubmed:17186030|pubmed:23383308",,"56959","sa2265 -D csa324","interacts with","interaction","re1065","s8523"," IGF  (interacts with) IGF/IGF1R/JAK|active",,"0.0","s8948","re1065","s3854|s10315|s2299",,,"false","interacts with"," IGF  (interacts with) IGF/IGF1R/JAK|active","interacts with"," IGF  (interacts with) IGF/IGF1R/JAK|active","55487",,"56580",,"HETERODIMER_ASSOCIATION"
"105231","pubmed:24072884|pubmed:22270953|pubmed:19283671|pubmed:21893191|pubmed:17372901|pubmed:18066592|pubmed:16647948|pubmed:16912270|pubmed:17404109|pubmed:21102636|pubmed:26573921",,"56958","csa164 -o sa1142","interacts with","stimulation","re557","s9186|s10245|s10311|s6279|s9545","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with)   GDP  ",,"1.0","s23|s1943","re557","s22|s1942",,,"false","interacts with","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with)   GDP  ","interacts with","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with)   GDP  ","55486",,"56607",,"CATALYSIS"
"105232","pubmed:18558478|pubmed:22270953",,"56957","csa164 -o sa1135","interacts with","stimulation","re556","s9186","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with) CDC42|active",,"1.0","s23|s1936","re556","s1935|s22",,,"false","interacts with","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with) CDC42|active","interacts with","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with) CDC42|active","55486",,"56179",,"CATALYSIS"
"105233","pubmed:18558478|pubmed:22270953",,"56956","csa164 -o sa1137","interacts with","stimulation","re556","s9186","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with)  GDP ",,"1.0","s23|s1936","re556","s1935|s22",,,"false","interacts with","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with)  GDP ","interacts with","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with)  GDP ","55486",,"56417",,"CATALYSIS"
"105234","pubmed:24072884|pubmed:22270953|pubmed:19283671|pubmed:21893191|pubmed:17372901|pubmed:18066592|pubmed:16647948|pubmed:16912270|pubmed:17404109|pubmed:21102636|pubmed:26573921",,"56955","csa164 -o sa1140","interacts with","stimulation","re557","s9186|s10245|s10311|s6279|s9545","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with) RAC1|active",,"1.0","s23|s1943","re557","s22|s1942",,,"false","interacts with","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with) RAC1|active","interacts with","HGF/HGFR/GAB1/GRB2/CRKL/DOCK (interacts with) RAC1|active","55486",,"55707",,"CATALYSIS"
"105235","pubmed:18545270|pubmed:18545270|pubmed:18545270",,"56954","sa3373 -D csa229","interacts with","interaction","re718","","dreg_cFLIP (interacts with) TNFalpha/TNFR1/TRADD/FADD/cIAP/cFLIP",,"0.0","s2525","re718","s10318|s2487|s2434|s2521|s10261",,,"false","interacts with","dreg_cFLIP (interacts with) TNFalpha/TNFR1/TRADD/FADD/cIAP/cFLIP","interacts with","dreg_cFLIP (interacts with) TNFalpha/TNFR1/TRADD/FADD/cIAP/cFLIP","55484",,"56388",,"HETERODIMER_ASSOCIATION"
"105236","pubmed:18545270",,"56953","sa3373 -D csa227","interacts with","interaction","re713","","dreg_cFLIP (interacts with) CD95L/CD95/FADD/cIAP/cFLIP",,"0.0","s2488","re713","s10252|s10318|s2487",,,"false","interacts with","dreg_cFLIP (interacts with) CD95L/CD95/FADD/cIAP/cFLIP","interacts with","dreg_cFLIP (interacts with) CD95L/CD95/FADD/cIAP/cFLIP","55484",,"55729",,"HETERODIMER_ASSOCIATION"
"105237","pubmed:19143056|pubmed:19143056|pubmed:19143056|pubmed:24089445|pubmed:24089445|pubmed:24089445|pubmed:24089445|pubmed:8968104|pubmed:19585149",,"56952","csa289 -o csa286","interacts with","stimulation","re917","s7211|s3439|s3431|s3443","CDK2/Cyclin E|active (interacts with)  RB1/E2F ",,"1.0","s3412","re917","s3410",,,"false","interacts with","CDK2/Cyclin E|active (interacts with)  RB1/E2F ","interacts with","CDK2/Cyclin E|active (interacts with)  RB1/E2F ","55482",,"56125",,"CATALYSIS"
"105238","pubmed:18545270",,"56951","sa1476 -D csa226","interacts with","interaction","re712",""," CD95L  (interacts with) CD95L/CD95|active",,"0.0","s10252","re712","s2428|s2425",,,"false","interacts with"," CD95L  (interacts with) CD95L/CD95|active","interacts with"," CD95L  (interacts with) CD95L/CD95|active","55481",,"55864",,"HETERODIMER_ASSOCIATION"
"105239","pubmed:18545270",,"56950","sa1476 -D csa220","interacts with","interaction","re702",""," CD95L  (interacts with)  CD95L/CD95|active ",,"0.0","s10252","re702","s2428|s2425",,,"false","interacts with"," CD95L  (interacts with)  CD95L/CD95|active ","interacts with"," CD95L  (interacts with)  CD95L/CD95|active ","55481",,"55555",,"HETERODIMER_ASSOCIATION"
"105240","pubmed:16297704",,"56949","sa3411 -D csa108","interacts with","interaction","re956",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/MMP3_gene complex",,"0.0","s1232","re956","s10350|s5558",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/MMP3_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/MMP3_gene complex","55480",,"56319",,"HETERODIMER_ASSOCIATION"
"105241","pubmed:16297704",,"56948","sa3411 -D csa112","interacts with","interaction","re961",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/Slug_gene complex",,"0.0","s1234","re961","s10350|s1164",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/Slug_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/Slug_gene complex","55480",,"55549",,"HETERODIMER_ASSOCIATION"
"105242","pubmed:16297704",,"56947","sa3411 -D csa113","interacts with","interaction","re962",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/Slug_gene complex",,"0.0","s1238","re962","s10350|s1165",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/Slug_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/Slug_gene complex","55480",,"56783",,"HETERODIMER_ASSOCIATION"
"105243","pubmed:16297704",,"56946","sa3411 -D csa106","interacts with","interaction","re952",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/MITF_gene complex",,"0.0","s1231","re952","s10350|s1158",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/MITF_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/MITF_gene complex","55480",,"56458",,"HETERODIMER_ASSOCIATION"
"105244","pubmed:16297704",,"56945","sa3411 -D csa102","interacts with","interaction","re950",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/Lef/MYC_gene complex",,"0.0","s1224","re950","s10352|s10350",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/Lef/MYC_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/Lef/MYC_gene complex","55480",,"56039",,"HETERODIMER_ASSOCIATION"
"105245","pubmed:16297704",,"56944","sa3411 -D csa115","interacts with","interaction","re964",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/_beta_-Catenin_gene complex",,"0.0","s1236","re964","s10350|s1167",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/_beta_-Catenin_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/_beta_-Catenin_gene complex","55480",,"56507",,"HETERODIMER_ASSOCIATION"
"105246","pubmed:16297704",,"56943","sa3411 -D csa110","interacts with","interaction","re959",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/TWIST_gene complex",,"0.0","s1233","re959","s10350|s6148",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/TWIST_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/TWIST_gene complex","55480",,"56396",,"HETERODIMER_ASSOCIATION"
"105247","pubmed:16297704",,"56942","sa3411 -D csa107","interacts with","interaction","re953",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/MITF_gene complex",,"0.0","s1242","re953","s10350|s1159",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/MITF_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/MITF_gene complex","55480",,"56676",,"HETERODIMER_ASSOCIATION"
"105248","pubmed:16297704",,"56941","sa3411 -D csa103","interacts with","interaction","re951",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/MYC_gene complex",,"0.0","s1243","re951","s10350|s10354",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/MYC_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/MYC_gene complex","55480",,"56560",,"HETERODIMER_ASSOCIATION"
"105249","pubmed:16297704",,"56940","sa3411 -D csa111","interacts with","interaction","re960",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/TWIST_gene complex",,"0.0","s1240","re960","s6145|s10350",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/TWIST_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/TWIST_gene complex","55480",,"56830",,"HETERODIMER_ASSOCIATION"
"105250","pubmed:16297704",,"56939","sa3411 -D csa114","interacts with","interaction","re963",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/_beta_-Catenin_gene complex",,"0.0","s1235","re963","s10350|s1166",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/_beta_-Catenin_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/TCF/_beta_-Catenin_gene complex","55480",,"55923",,"HETERODIMER_ASSOCIATION"
"105251","pubmed:16297704",,"56938","sa3411 -D csa109","interacts with","interaction","re957",""," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/MMP3_gene complex",,"0.0","s1241","re957","s10350|s5561",,,"false","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/MMP3_gene complex","interacts with"," mut__beta_-Catenin  (interacts with) _beta_-Catenin/LEF/MMP3_gene complex","55480",,"56475",,"HETERODIMER_ASSOCIATION"
"105252","",,"56937","sa156 -D sa157","interacts with","interaction","re81","","mRNA_VEGFD (interacts with)  mRNA_VEGFD ",,"0.0","s226","re81","s225",,,"false","interacts with","mRNA_VEGFD (interacts with)  mRNA_VEGFD ","interacts with","mRNA_VEGFD (interacts with)  mRNA_VEGFD ","55479",,"55894",,"TRANSPORT"
"105253","pubmed:25017568|pubmed:25017568|pubmed:25017567|pubmed:25017567",,"56936","sa1421 -D csa211","interacts with","interaction","re682","s2401|s2402","a-MSH (interacts with) a-MSH/MC1R/G-protein|active",,"0.0","s5578","re682","s5577|s2317",,,"false","interacts with","a-MSH (interacts with) a-MSH/MC1R/G-protein|active","interacts with","a-MSH (interacts with) a-MSH/MC1R/G-protein|active","55478",,"56565",,"HETERODIMER_ASSOCIATION"
"105254","drugbank:DB08896",,"56935","sa2401 -D csa343","interacts with","interaction","re1118","s7357","PLCg1 (interacts with) FGF/FGFR/PLCg1|active",,"0.0","s4553","re1118","s4459|s4462|s4472",,,"false","interacts with","PLCg1 (interacts with) FGF/FGFR/PLCg1|active","interacts with","PLCg1 (interacts with) FGF/FGFR/PLCg1|active","55477",,"56220",,"HETERODIMER_ASSOCIATION"
"105255","pubmed:25017568|pubmed:25017568|pubmed:25017567|pubmed:25017567",,"56934","sa1465 -I csa211","interacts with","inhibition","re682","s2401|s2402","Agouti (interacts with) a-MSH/MC1R/G-protein|active",,"-1.0","s5578","re682","s5577|s2317",,,"false","interacts with","Agouti (interacts with) a-MSH/MC1R/G-protein|active","interacts with","Agouti (interacts with) a-MSH/MC1R/G-protein|active","55476",,"56565",,"INHIBITION"
"105256","pubmed:23222305",,"56933","sa2818 -D sa2147","interacts with","interaction","re1359",""," MMP-1|active  (interacts with) Melanoma cell invasion",,"0.0","s3761","re1359","s6157",,,"false","interacts with"," MMP-1|active  (interacts with) Melanoma cell invasion","interacts with"," MMP-1|active  (interacts with) Melanoma cell invasion","55475",,"55930",,"STATE_TRANSITION"
"105257","pubmed:12042762|pubmed:12042762|pubmed:11175744",,"56932","sa1243 -D csa172","interacts with","interaction","re616","s8798","Caspase-3|hm2|active (interacts with) IAP/Caspase 3",,"0.0","s2070","re616","s2060|s10320",,,"false","interacts with","Caspase-3|hm2|active (interacts with) IAP/Caspase 3","interacts with","Caspase-3|hm2|active (interacts with) IAP/Caspase 3","55474",,"55802",,"HETERODIMER_ASSOCIATION"
"105258","pubmed:17377525",,"56931","sa1243 -D sa1165","interacts with","stimulation","re603","","Caspase-3|hm2|active (interacts with)  Apoptosis ",,"1.0","s1998","re603","s2060",,,"false","interacts with","Caspase-3|hm2|active (interacts with)  Apoptosis ","interacts with","Caspase-3|hm2|active (interacts with)  Apoptosis ","55474",,"55810",,"PHYSICAL_STIMULATION"
"105259","pubmed:19641507|pubmed:19641507|pubmed:19641507|pubmed:19641507",,"56930","sa1243 -o sa3187","interacts with","stimulation","re1479","s2060|s2059|s2094|s2095","Caspase-3|hm2|active (interacts with) tBAD",,"1.0","s8063","re1479","s470",,,"false","interacts with","Caspase-3|hm2|active (interacts with) tBAD","interacts with","Caspase-3|hm2|active (interacts with) tBAD","55474",,"56477",,"CATALYSIS"
"105260","pubmed:19283671|pubmed:19283671|pubmed:17016424|pubmed:17016424|drugbank:DB08896|drugbank:DB08875|drugbank:DB04868|drugbank:DB00619|drugbank:DB01268|drugbank:DB01254|drugbank:DB06589|drugbank:DB08901",,"56929","sa3019 -I csa195","interacts with","inhibition","re670","s7282|s7357|s7359|s7365|s7366|s7434|s7435|s7436|s7437|s8521","Cabozantinib (interacts with) SCF/KIT/GRB2/SOS/SHC",,"-1.0","s10239","re670","s55|s2263|s17|s2265",,,"false","interacts with","Cabozantinib (interacts with) SCF/KIT/GRB2/SOS/SHC","interacts with","Cabozantinib (interacts with) SCF/KIT/GRB2/SOS/SHC","55473",,"55735",,"INHIBITION"
"105261","pubmed:15986140|pubmed:17186030|drugbank:DB08865|drugbank:DB08875",,"56928","sa3019 -I csa309","interacts with","inhibition","re1027","s7288|s7359","Cabozantinib (interacts with) HGF/HGFR/JAK|active",,"-1.0","s8940","re1027","s3854|s1888|s10283",,,"false","interacts with","Cabozantinib (interacts with) HGF/HGFR/JAK|active","interacts with","Cabozantinib (interacts with) HGF/HGFR/JAK|active","55473",,"56104",,"INHIBITION"
"105262","pubmed:22270953|pubmed:18089725|drugbank:DB08865|drugbank:DB08875",,"56927","sa3019 -I csa163","interacts with","inhibition","re555","s7288|s7359","Cabozantinib (interacts with)  HGF/HGFR ",,"-1.0","s10228","re555","s1888|s10283",,,"false","interacts with","Cabozantinib (interacts with)  HGF/HGFR ","interacts with","Cabozantinib (interacts with)  HGF/HGFR ","55473",,"55773",,"INHIBITION"
"105263","pubmed:19283671|pubmed:17016424|drugbank:DB08896|drugbank:DB08875|drugbank:DB04868|drugbank:DB00619|drugbank:DB01268|drugbank:DB01254|drugbank:DB06589|drugbank:DB08901|pubmed:24718867",,"56926","sa3019 -I csa198","interacts with","inhibition","re671","s7282|s7357|s7359|s7365|s7366|s7434|s7435|s7436|s7437|s8521","Cabozantinib (interacts with) SCF/c-KT/PI3K|active",,"-1.0","s10245","re671","s2263|s9081|s2265",,,"false","interacts with","Cabozantinib (interacts with) SCF/c-KT/PI3K|active","interacts with","Cabozantinib (interacts with) SCF/c-KT/PI3K|active","55473",,"56130",,"INHIBITION"
"105264","pubmed:22270953|pubmed:18089725|drugbank:DB08865|drugbank:DB08875",,"56925","sa3019 -I csa75","interacts with","inhibition","re358","s7288|s7359","Cabozantinib (interacts with) HGF/HGFR",,"-1.0","s10228","re358","s1888|s10283",,,"false","interacts with","Cabozantinib (interacts with) HGF/HGFR","interacts with","Cabozantinib (interacts with) HGF/HGFR","55473",,"55513",,"INHIBITION"
"105265","pubmed:15986140|drugbank:DB08865|drugbank:DB08875",,"56924","sa3019 -I csa311","interacts with","inhibition","re1029","s7288|s7359","Cabozantinib (interacts with) HGF/HGFR/SRC|active",,"-1.0","s8936","re1029","s3853|s1888|s10283",,,"false","interacts with","Cabozantinib (interacts with) HGF/HGFR/SRC|active","interacts with","Cabozantinib (interacts with) HGF/HGFR/SRC|active","55473",,"56820",,"INHIBITION"
"105266","pubmed:15986134|pubmed:17384583",,"56923","sa1085 -o sa3325","interacts with","stimulation","re455","s1850|s1844"," Ca2+  (interacts with) PKC|_pho|active",,"1.0","s9519","re455","s9519",,,"false","interacts with"," Ca2+  (interacts with) PKC|_pho|active","interacts with"," Ca2+  (interacts with) PKC|_pho|active","55472",,"55846",,"CATALYSIS"
"105267","pubmed:18235236",,"56922","sa1085 -o sa2430","interacts with","stimulation","re1128","s1850"," Ca2+  (interacts with) CRAC|active",,"1.0","s4566","re1128","s4566",,,"false","interacts with"," Ca2+  (interacts with) CRAC|active","interacts with"," Ca2+  (interacts with) CRAC|active","55472",,"55947",,"CATALYSIS"
"105268","pubmed:22270953|pubmed:18089725|drugbank:DB08865|drugbank:DB08875",,"56921","sa1104 -D csa163","interacts with","interaction","re555","s7288|s7359"," HGF  (interacts with)  HGF/HGFR ",,"0.0","s10228","re555","s1888|s10283",,,"false","interacts with"," HGF  (interacts with)  HGF/HGFR ","interacts with"," HGF  (interacts with)  HGF/HGFR ","55471",,"55773",,"HETERODIMER_ASSOCIATION"
"105269","pubmed:22270953|pubmed:18089725|drugbank:DB08865|drugbank:DB08875",,"56920","sa1104 -D csa75","interacts with","interaction","re358","s7288|s7359"," HGF  (interacts with) HGF/HGFR",,"0.0","s10228","re358","s1888|s10283",,,"false","interacts with"," HGF  (interacts with) HGF/HGFR","interacts with"," HGF  (interacts with) HGF/HGFR","55471",,"55513",,"HETERODIMER_ASSOCIATION"
